ST_ABBR,FIPS,LOCATION,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41043,"Linn County, Oregon",0.4491,0.7992,0.9335,0.4131,0.4052,3.0001,0.6652,0.4729,0.5522,0.6413,0.4316,0.6601,2.7581,0.6916,0.4736,0.4736,0.4736,0.7775,0.6028,0.7718,0.3571,0.1913,2.7005,0.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41045,"Malheur County, Oregon",0.8857,0.7292,0.7985,0.8504,0.6454,3.9092,0.9233,0.2788,0.8456,0.5678,0.8542,0.9169,3.4633,0.9653,0.7871,0.7871,0.7871,0.7928,0.7021,0.8768,0.8345,0.9564,4.1626,0.9984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41047,"Marion County, Oregon",0.5496,0.5792,0.9523,0.7043,0.4822,3.2676,0.7524,0.2113,0.8049,0.4621,0.641,0.9281,3.0474,0.8479,0.7447,0.7447,0.7447,0.8896,0.4032,0.9284,0.5493,0.6696,3.4401,0.9316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41049,"Morrow County, Oregon",0.832,0.2377,0.4055,0.9328,0.4822,2.8902,0.6248,0.1661,0.9462,0.647,0.2826,0.9714,3.0133,0.8345,0.8052,0.8052,0.8052,0.4682,0.9675,0.9691,0.0366,0.0439,2.4853,0.4866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41051,"Multnomah County, Oregon",0.3549,0.5586,0.9723,0.254,0.3205,2.4603,0.4831,0.0929,0.1404,0.2011,0.4516,0.9045,1.7905,0.1146,0.6964,0.6964,0.6964,0.9879,0.0659,0.8402,0.9688,0.5627,3.4255,0.9271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41053,"Polk County, Oregon",0.2833,0.6279,0.8787,0.2928,0.2276,2.3103,0.4322,0.3851,0.5659,0.3421,0.5124,0.7861,2.5916,0.5898,0.5866,0.5866,0.5866,0.8256,0.3593,0.4742,0.3571,0.5003,2.5165,0.5041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41055,"Sherman County, Oregon",0.3199,0.0563,0.3787,0.4558,0.4134,1.6241,0.2202,0.8269,0.1973,0.9274,0.6728,0.2416,2.866,0.7572,0.3682,0.3682,0.3682,0.4246,0.9039,0.0306,0.6556,0.0799,2.0946,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41057,"Tillamook County, Oregon",0.3011,0.4561,0.8682,0.3845,0.2702,2.2801,0.4227,0.9045,0.148,0.8348,0.325,0.795,3.0073,0.8304,0.4799,0.4799,0.4799,0.3094,0.5,0.8768,0.4764,0.5627,2.7253,0.6203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41059,"Umatilla County, Oregon",0.5878,0.8071,0.6967,0.7957,0.3663,3.2536,0.7476,0.2046,0.8596,0.6334,0.7813,0.9169,3.3958,0.9574,0.7358,0.7358,0.7358,0.8039,0.6824,0.9367,0.5493,0.8393,3.8116,0.9882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41061,"Union County, Oregon",0.5821,0.5971,0.7412,0.1782,0.3581,2.4567,0.4815,0.6598,0.4968,0.5379,0.7922,0.3116,2.7983,0.7161,0.3682,0.3682,0.3682,0.7447,0.641,0.7553,0.5223,0.6585,3.3218,0.8966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41063,"Wallowa County, Oregon",0.2263,0.5172,0.3313,0.0799,0.1378,1.2925,0.1439,0.9586,0.1229,0.7581,0.4316,0.4297,2.7009,0.6595,0.2454,0.2454,0.2454,0.4828,0.5882,0.7237,0.3055,0.478,2.5782,0.5436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41065,"Wasco County, Oregon",0.4192,0.7804,0.7222,0.5808,0.4917,2.9943,0.6633,0.6203,0.5369,0.7237,0.3485,0.887,3.1164,0.8765,0.6337,0.6337,0.6337,0.7467,0.7486,0.7553,0.6085,0.7877,3.6468,0.9685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41067,"Washington County, Oregon",0.0853,0.3912,0.8491,0.2002,0.2139,1.7397,0.2533,0.0863,0.5974,0.0748,0.366,0.887,2.0115,0.2094,0.7406,0.7406,0.7406,0.9564,0.0885,0.7877,0.5054,0.2298,2.5678,0.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41069,"Wheeler County, Oregon",0.6859,0.3912,0.8259,0.1458,0.1926,2.2414,0.4077,0.9933,0.1073,0.9087,0.0487,0.0859,2.1439,0.2906,0.4367,0.4367,0.4367,0.2218,0.8686,0.1407,0.7922,0.2686,2.2919,0.3877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41071,"Yamhill County, Oregon",0.2559,0.1849,0.8975,0.4408,0.2702,2.0493,0.3405,0.3304,0.4968,0.4621,0.3905,0.8533,2.5331,0.5487,0.5996,0.5996,0.5996,0.7928,0.465,0.8549,0.3934,0.823,3.3291,0.8991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42001,"Adams County, Pennsylvania",0.0821,0.2861,0.5726,0.4714,0.2276,1.6398,0.2241,0.6346,0.2559,0.3211,0.2285,0.6814,2.1215,0.2759,0.3596,0.3596,0.3596,0.3469,0.3402,0.2377,0.3055,0.7584,1.9887,0.2447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42003,"Allegheny County, Pennsylvania",0.2228,0.4955,0.6967,0.057,0.0589,1.5309,0.1973,0.5003,0.1404,0.3097,0.4516,0.515,1.917,0.1649,0.5786,0.5786,0.5786,0.9306,0.0242,0.1407,0.9742,0.6448,2.7145,0.6123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42005,"Armstrong County, Pennsylvania",0.3705,0.6143,0.3714,0.2686,0.0783,1.7031,0.2438,0.7763,0.1773,0.6712,0.2002,0.1604,1.9854,0.197,0.0169,0.0169,0.0169,0.5738,0.4828,0.1111,0.7387,0.2298,2.1362,0.3036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42007,"Beaver County, Pennsylvania",0.2148,0.5385,0.4905,0.1082,0.0589,1.4109,0.17,0.733,0.1973,0.5191,0.5344,0.3116,2.2954,0.3784,0.3542,0.3542,0.3542,0.7336,0.1722,0.168,0.8055,0.4462,2.3255,0.4048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42009,"Bedford County, Pennsylvania",0.3927,0.4169,0.323,0.508,0.3581,1.9987,0.3291,0.8062,0.2046,0.5678,0.113,0.0859,1.7775,0.1092,0.0239,0.0239,0.0239,0.4545,0.641,0.1996,0.3775,0.1569,1.8295,0.1871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42011,"Berks County, Pennsylvania",0.2724,0.6279,0.7839,0.6041,0.2944,2.5827,0.5277,0.3361,0.5369,0.352,0.6862,0.9029,2.8141,0.725,0.6763,0.6763,0.6763,0.7731,0.1187,0.2377,0.8345,0.6805,2.6445,0.5764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42013,"Blair County, Pennsylvania",0.4624,0.4561,0.62,0.2782,0.1741,1.9908,0.3265,0.6728,0.2724,0.612,0.5726,0.2416,2.3714,0.4328,0.1359,0.1359,0.1359,0.7661,0.3593,0.1407,0.8148,0.6283,2.7092,0.6117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42015,"Bradford County, Pennsylvania",0.4624,0.4561,0.4978,0.4255,0.3269,2.1687,0.3819,0.7199,0.4806,0.4023,0.4914,0.2416,2.3358,0.4055,0.0643,0.0643,0.0643,0.5388,0.6432,0.5032,0.8224,0.2298,2.7374,0.6276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42017,"Bucks County, Pennsylvania",0.0191,0.3539,0.6429,0.0799,0.0783,1.1741,0.1181,0.4828,0.2817,0.091,0.3049,0.7623,1.9227,0.1665,0.5083,0.5083,0.5083,0.8746,0.0773,0.2377,0.3934,0.3517,1.9347,0.2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42019,"Butler County, Pennsylvania",0.07,0.4386,0.2877,0.0369,0.029,0.8622,0.063,0.4933,0.2447,0.2358,0.155,0.2416,1.3704,0.0271,0.126,0.126,0.126,0.8221,0.381,0.0691,0.627,0.6696,2.5688,0.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42021,"Cambria County, Pennsylvania",0.4379,0.5586,0.3787,0.254,0.0783,1.7075,0.2451,0.7941,0.1773,0.7237,0.4316,0.0859,2.2126,0.324,0.2276,0.2276,0.2276,0.7336,0.2298,0.1111,0.9437,0.8148,2.833,0.6782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42023,"Cameron County, Pennsylvania",0.8024,0.9634,0.7075,0.3068,0.0229,2.803,0.5958,0.9395,0.0417,0.8348,0.8479,0,2.6639,0.6381,0.1181,0.1181,0.1181,0.4545,0.6432,0.2377,0.8953,0.4198,2.6505,0.5789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42025,"Carbon County, Pennsylvania",0.2673,0.5385,0.7222,0.4344,0.1114,2.0738,0.3507,0.6913,0.1773,0.6334,0.2651,0.4297,2.1968,0.3189,0.2966,0.2966,0.2966,0.5738,0.1916,0.36,0.5054,0.3517,1.9825,0.2422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42027,"Centre County, Pennsylvania",0.5236,0.3323,0.9004,0.0713,0.2276,2.0552,0.3418,0.1292,0.0223,0.0404,0.0716,0.4297,0.6932,0.0022,0.4478,0.4478,0.4478,0.9593,0.2231,0.5656,0.9058,0.9494,3.6032,0.9628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42029,"Chester County, Pennsylvania",0.0255,0.3323,0.4583,0.0799,0.1633,1.0593,0.0977,0.2623,0.5837,0.0341,0.2826,0.7623,1.925,0.168,0.5672,0.5672,0.5672,0.8746,0.1009,0.3183,0.3055,0.6448,2.2441,0.3577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42031,"Clarion County, Pennsylvania",0.6248,0.7015,0.3959,0.3577,0.3752,2.4551,0.4809,0.5722,0.148,0.5045,0.2285,0.3116,1.7648,0.1063,0.0643,0.0643,0.0643,0.7202,0.5267,0.168,0.7673,0.6805,2.8627,0.6935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42033,"Clearfield County, Pennsylvania",0.556,0.8485,0.4583,0.5496,0.1926,2.605,0.5315,0.6496,0.113,0.7782,0.3905,0.4736,2.4049,0.4577,0.2148,0.2148,0.2148,0.5388,0.5964,0.3183,0.76,0.8765,3.09,0.8109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42035,"Clinton County, Pennsylvania",0.5353,0.6617,0.7304,0.4255,0.5605,2.9134,0.6324,0.4828,0.2645,0.6334,0.366,0.3116,2.0583,0.2374,0.0863,0.0863,0.0863,0.6149,0.4398,0.2759,0.9102,0.7505,2.9913,0.7613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42037,"Columbia County, Pennsylvania",0.416,0.4169,0.5882,0.3453,0.1496,1.916,0.303,0.5516,0.0894,0.3332,0.2476,0.1604,1.3822,0.0299,0.212,0.212,0.212,0.7202,0.4109,0.1111,0.5942,0.8622,2.6986,0.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42039,"Crawford County, Pennsylvania",0.5064,0.6617,0.3959,0.4131,0.4822,2.4593,0.4819,0.6598,0.3186,0.6897,0.4316,0.3708,2.4705,0.5095,0.126,0.126,0.126,0.5064,0.6073,0.1407,0.8749,0.7715,2.9008,0.7142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42041,"Cumberland County, Pennsylvania",0.0579,0.2196,0.4831,0.1782,0.2031,1.1419,0.1108,0.4647,0.2724,0.1868,0.366,0.6413,1.9312,0.1709,0.4605,0.4605,0.4605,0.8186,0.2355,0.1111,0.4924,0.8189,2.4765,0.4815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42043,"Dauphin County, Pennsylvania",0.2766,0.3912,0.7473,0.3281,0.2139,1.9571,0.3173,0.302,0.5522,0.2447,0.7276,0.8243,2.6508,0.6308,0.7435,0.7435,0.7435,0.8727,0.1009,0.3183,0.8816,0.5974,2.7709,0.6464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42045,"Delaware County, Pennsylvania",0.1439,0.7292,0.8587,0.1531,0.1496,2.0345,0.3377,0.2712,0.4806,0.1588,0.7922,0.7623,2.4651,0.5035,0.726,0.726,0.726,0.909,0.0095,0.4023,0.9185,0.7505,2.9898,0.7597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42047,"Elk County, Pennsylvania",0.2438,0.7015,0.0942,0.1684,0.0086,1.2165,0.1283,0.7899,0.168,0.5293,0.1738,0.1604,1.8214,0.1257,0.013,0.013,0.013,0.3469,0.3546,0.0551,0.6556,0.2686,1.6808,0.1432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42049,"Erie County, Pennsylvania",0.5637,0.5971,0.7839,0.2928,0.1114,2.3489,0.4465,0.3991,0.3791,0.4949,0.832,0.6601,2.7652,0.6948,0.4885,0.4885,0.4885,0.789,0.2632,0.36,0.9351,0.8017,3.149,0.8345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42051,"Fayette County, Pennsylvania",0.6496,0.8383,0.5681,0.4997,0.1216,2.6773,0.5551,0.7053,0.1881,0.8106,0.5124,0.3116,2.528,0.5474,0.2753,0.2753,0.2753,0.5264,0.5121,0.2759,0.8272,0.7505,2.8921,0.7094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42053,"Forest County, Pennsylvania",0.6314,0.5971,0.2425,0.7661,0.2381,2.4752,0.4866,0.8348,0.0003,0.992,0.1015,0.4736,2.4022,0.4535,0.6649,0.6649,0.6649,0.1983,0.7362,0.3183,0.4924,1,2.7452,0.6318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42055,"Franklin County, Pennsylvania",0.2018,0.2861,0.4583,0.4997,0.5525,1.9984,0.3288,0.5602,0.522,0.4621,0.366,0.6104,2.5207,0.543,0.3972,0.3972,0.3972,0.5064,0.3775,0.3183,0.4421,0.3157,1.96,0.2336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42057,"Fulton County, Pennsylvania",0.2976,0.5586,0.2995,0.464,0.2944,1.9141,0.3024,0.7199,0.2387,0.5678,0.4714,0,1.9978,0.2027,0.0589,0.0589,0.0589,0.2699,0.6696,0.1996,0.5054,0.0226,1.6671,0.1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42059,"Greene County, Pennsylvania",0.4026,0.4955,0.2222,0.5808,0.0439,1.745,0.2562,0.5108,0.1973,0.7782,0.3485,0.0859,1.9207,0.1661,0.2202,0.2202,0.2202,0.5388,0.7463,0.168,0.7836,0.9316,3.1683,0.8425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42061,"Huntingdon County, Pennsylvania",0.3199,0.5971,0.2018,0.4255,0.1216,1.6659,0.233,0.6913,0.1073,0.5777,0.4914,0.3708,2.2385,0.3399,0.3119,0.3119,0.3119,0.3262,0.5999,0.3183,0.5652,0.9558,2.7654,0.6439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42063,"Indiana County, Pennsylvania",0.6025,0.8326,0.7473,0.3453,0.4052,2.9329,0.6413,0.5407,0.1025,0.5678,0.1324,0.515,1.8584,0.1416,0.1903,0.1903,0.1903,0.7855,0.5121,0.168,0.8469,0.8657,3.1782,0.8463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42065,"Jefferson County, Pennsylvania",0.514,0.4169,0.339,0.3577,0.3822,2.0098,0.332,0.6913,0.3791,0.5379,0.2002,0.2416,2.0501,0.2323,0.013,0.013,0.013,0.5738,0.4109,0.3183,0.7387,0.4198,2.4615,0.4704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42067,"Juniata County, Pennsylvania",0.2976,0.1289,0.2995,0.7919,0.7187,2.2366,0.4058,0.6273,0.5522,0.2985,0.0582,0.746,2.2822,0.3698,0.1738,0.1738,0.1738,0.6251,0.4952,0.8113,0.7075,0.1913,2.8304,0.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42069,"Lackawanna County, Pennsylvania",0.4551,0.3539,0.8259,0.2928,0.1057,2.0334,0.337,0.5999,0.2817,0.5045,0.7015,0.7623,2.8499,0.7467,0.4799,0.4799,0.4799,0.6941,0.0885,0.4023,0.9102,0.7428,2.8379,0.6801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42071,"Lancaster County, Pennsylvania",0.1388,0.2377,0.7304,0.6846,0.7269,2.5184,0.5006,0.409,0.6875,0.1474,0.2116,0.8046,2.2601,0.353,0.5315,0.5315,0.5315,0.8313,0.1486,0.5656,0.8918,0.5245,2.9618,0.7447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42073,"Lawrence County, Pennsylvania",0.4624,0.7549,0.6833,0.3068,0.1926,2.4,0.4621,0.7651,0.2387,0.647,0.7161,0.3116,2.6785,0.6461,0.2753,0.2753,0.2753,0.605,0.3644,0.0875,0.7989,0.6139,2.4697,0.4755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42075,"Lebanon County, Pennsylvania",0.2384,0.4955,0.7473,0.5729,0.4994,2.5535,0.5175,0.5516,0.5974,0.2985,0.5726,0.795,2.8151,0.726,0.5315,0.5315,0.5315,0.6811,0.2699,0.5958,0.5942,0.5805,2.7215,0.6171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42077,"Lehigh County, Pennsylvania",0.3549,0.7292,0.9023,0.4497,0.2944,2.7305,0.5687,0.2868,0.5837,0.2524,0.8116,0.9204,2.8549,0.7508,0.7575,0.7575,0.7575,0.8848,0.0773,0.5958,0.8148,0.5974,2.9701,0.7508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42079,"Luzerne County, Pennsylvania",0.4892,0.7015,0.6747,0.3912,0.2031,2.4597,0.4822,0.5999,0.2279,0.5191,0.7922,0.8367,2.9758,0.817,0.5439,0.5439,0.5439,0.7202,0.1251,0.1996,0.9386,0.7428,2.7263,0.6206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42081,"Lycoming County, Pennsylvania",0.3822,0.5385,0.7785,0.3647,0.2276,2.2915,0.4258,0.5407,0.2903,0.5293,0.5344,0.2416,2.1363,0.2861,0.3253,0.3253,0.3253,0.7336,0.2858,0.2377,0.8701,0.8393,2.9665,0.7467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42083,"McKean County, Pennsylvania",0.6598,0.7689,0.4516,0.2686,0.0783,2.2272,0.4036,0.5602,0.2279,0.7836,0.4316,0.3708,2.3741,0.4367,0.2046,0.2046,0.2046,0.5159,0.4398,0.0691,0.8272,0.8695,2.7215,0.6171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42085,"Mercer County, Pennsylvania",0.4672,0.6617,0.3959,0.4131,0.2276,2.1655,0.381,0.7476,0.1973,0.7463,0.5726,0.3116,2.5754,0.5796,0.3253,0.3253,0.3253,0.7447,0.3886,0.2377,0.9287,0.8606,3.1603,0.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42087,"Mifflin County, Pennsylvania",0.501,0.2196,0.5165,0.7228,0.76,2.7199,0.5656,0.7422,0.522,0.4268,0.3485,0.4297,2.4692,0.508,0.0589,0.0589,0.0589,0.4911,0.4236,0.4023,0.8877,0.3517,2.5564,0.5267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42089,"Monroe County, Pennsylvania",0.2438,0.7292,0.8558,0.4408,0.3663,2.6359,0.5417,0.3447,0.211,0.4087,0.4714,0.7276,2.1634,0.3008,0.7397,0.7397,0.7397,0.395,0.1684,0.5344,0.3775,0.3157,1.791,0.1766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42091,"Montgomery County, Pennsylvania",0.0197,0.4169,0.5882,0.0754,0.0391,1.1393,0.1095,0.3851,0.4243,0.0748,0.366,0.7623,2.0125,0.2107,0.6232,0.6232,0.6232,0.943,0.0274,0.2759,0.5054,0.6283,2.38,0.4271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,42093,"Montour County, Pennsylvania",0.2301,0.0414,0.6356,0.3199,0.2702,1.4972,0.1887,0.7053,0.2817,0.3211,0.5535,0.3708,2.2324,0.3367,0.289,0.289,0.289,0.5738,0.3361,0.36,0.9704,0.7928,3.0331,0.7826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
