ST_ABBR,FIPS,LOCATION,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40071,"Kay County, Oklahoma",0.7158,0.7804,0.4328,0.5296,0.7976,3.2562,0.7482,0.5299,0.8281,0.7836,0.8631,0.4297,3.4344,0.9618,0.64,0.64,0.64,0.6416,0.3475,0.6241,0.627,0.5627,2.8029,0.6617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40073,"Kingfisher County, Oklahoma",0.2228,0.2721,0.1493,0.4714,0.8014,1.917,0.3036,0.2285,0.9278,0.2081,0.802,0.887,3.0534,0.8501,0.6168,0.6168,0.6168,0.1187,0.662,0.2377,0.0201,0.1913,1.2298,0.0477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40075,"Kiowa County, Oklahoma",0.8978,0.1744,0.2798,0.7094,0.8374,2.8988,0.6286,0.5516,0.7136,0.824,0.325,0.4297,2.8439,0.7444,0.6353,0.6353,0.6353,0.1983,0.3027,0.4742,0.4924,0.5627,2.0303,0.2635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40077,"Latimer County, Oklahoma",0.8176,0.9564,0.0942,0.5987,0.9554,3.4223,0.7989,0.7263,0.4243,0.9545,0.5726,0.4736,3.1513,0.8905,0.7537,0.7537,0.7537,0.2699,0.8469,0.8768,0.3571,0.7285,3.0792,0.8033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40079,"Le Flore County, Oklahoma",0.866,0.5792,0.5334,0.7342,0.9523,3.6651,0.8651,0.3851,0.7941,0.8985,0.7276,0.7276,3.5329,0.9726,0.6747,0.6747,0.6747,0.2699,0.7171,0.6483,0.4924,0.6283,2.756,0.6384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40081,"Lincoln County, Oklahoma",0.5315,0.3065,0.2018,0.542,0.7845,2.3663,0.4535,0.4647,0.7435,0.83,0.3485,0.2416,2.6283,0.6136,0.5181,0.5181,0.5181,0.0707,0.8221,0.7237,0.0939,0.1913,1.9017,0.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40083,"Logan County, Oklahoma",0.3199,0.3065,0.1601,0.3199,0.7874,1.8938,0.2985,0.219,0.6238,0.4523,0.5535,0.4736,2.3222,0.3959,0.5907,0.5907,0.5907,0.1003,0.7393,0.4363,0.1362,0.7877,2.1998,0.3339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40085,"Love County, Oklahoma",0.74,0.6617,0.2556,0.7619,0.8144,3.2336,0.7412,0.5108,0.8189,0.9109,0.4714,0.8787,3.5907,0.9784,0.682,0.682,0.682,0.2565,0.8316,0.8208,0.2263,0.1569,2.2921,0.3886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40087,"McClain County, Oklahoma",0.1388,0.2005,0.2995,0.4558,0.7027,1.7973,0.2699,0.1891,0.8803,0.359,0.4914,0.6413,2.5611,0.5678,0.5672,0.5672,0.5672,0.4682,0.5923,0.5958,0.0293,0.0799,1.7655,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40089,"McCurtain County, Oklahoma",0.9297,0.5971,0.1292,0.8027,0.9755,3.4342,0.8046,0.409,0.8714,0.8686,0.832,0.6814,3.6624,0.9822,0.7801,0.7801,0.7801,0.2218,0.6588,0.9118,0.7164,0.2686,2.7774,0.6505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40091,"McIntosh County, Oklahoma",0.8689,0.5792,0.4516,0.5856,0.9755,3.4608,0.8122,0.9093,0.2387,0.9519,0.3485,0.3708,2.8192,0.7298,0.711,0.711,0.711,0.0442,0.9739,0.8635,0.3571,0.3873,2.626,0.5675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40093,"Major County, Oklahoma",0.3269,0.1289,0.0299,0.3912,0.7919,1.6688,0.2352,0.6203,0.8985,0.647,0.1871,0.7139,3.0668,0.8571,0.4799,0.4799,0.4799,0.1808,0.5754,0.5958,0.0643,0.2686,1.6849,0.1448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40095,"Marshall County, Oklahoma",0.6999,0.2005,0.1337,0.8619,0.9087,2.8047,0.5964,0.7826,0.6238,0.9437,0.6728,0.8701,3.893,0.9952,0.7447,0.7447,0.7447,0.1003,0.972,0.5958,0.1257,0.1913,1.9851,0.2435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40097,"Mayes County, Oklahoma",0.7457,0.5971,0.2995,0.5856,0.9042,3.1321,0.7081,0.4729,0.6766,0.9348,0.767,0.2416,3.0929,0.8666,0.7508,0.7508,0.7508,0.3622,0.7903,0.8014,0.2397,0.2686,2.4622,0.4707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40099,"Murray County, Oklahoma",0.5267,0.2377,0.2094,0.7183,0.8374,2.5295,0.5083,0.5108,0.6489,0.9176,0.591,0.5863,3.2546,0.9265,0.669,0.669,0.669,0.5159,0.6588,0.8969,0.2397,0.6448,2.9561,0.7403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40101,"Muskogee County, Oklahoma",0.8339,0.7549,0.7581,0.6544,0.9023,3.9036,0.9223,0.2788,0.7941,0.8157,0.9325,0.4297,3.2508,0.9252,0.8421,0.8421,0.8421,0.782,0.529,0.7718,0.8224,0.8323,3.7375,0.9812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40103,"Noble County, Oklahoma",0.3549,0.5971,0.0426,0.3577,0.6181,1.9704,0.3205,0.5602,0.6986,0.5777,0.4914,0.3116,2.6395,0.6222,0.5395,0.5395,0.5395,0.0866,0.6241,0.6483,0.1028,0.5627,2.0245,0.2603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40105,"Nowata County, Oklahoma",0.7158,0.7292,0.62,0.4131,0.9239,3.402,0.796,0.5602,0.5837,0.5847,0.8211,0,2.5497,0.5589,0.7276,0.7276,0.7276,0.0579,0.7463,0.5656,0.4102,0.4462,2.2262,0.3491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40107,"Okfuskee County, Oklahoma",0.9516,0.6279,0.4831,0.8425,0.9688,3.8739,0.9157,0.373,0.6117,0.7187,0.5344,0.0859,2.3237,0.3966,0.7871,0.7871,0.7871,0,0.7393,0.8402,0.7763,0.9504,3.3062,0.8931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40109,"Oklahoma County, Oklahoma",0.5878,0.4561,0.7985,0.556,0.8399,3.2383,0.7425,0.1031,0.8714,0.3211,0.8542,0.8787,3.0285,0.8399,0.837,0.837,0.837,0.9029,0.1314,0.7237,0.5812,0.5003,2.8395,0.6808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40111,"Okmulgee County, Oklahoma",0.8157,0.8861,0.3959,0.5856,0.8978,3.5811,0.846,0.4535,0.6986,0.8918,0.7393,0.1604,2.9436,0.7992,0.7718,0.7718,0.7718,0.4246,0.6763,0.7397,0.7075,0.7428,3.2909,0.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40113,"Osage County, Oklahoma",0.5821,0.7015,0.339,0.4497,0.8259,2.8982,0.6279,0.5818,0.4398,0.7187,0.4714,0.1604,2.3721,0.4338,0.761,0.761,0.761,0.2218,0.6824,0.7553,0.1856,0.6805,2.5256,0.5105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40115,"Ottawa County, Oklahoma",0.8612,0.4955,0.6356,0.6747,0.9239,3.5909,0.8495,0.4319,0.8361,0.8491,0.8631,0.515,3.4952,0.9698,0.7508,0.7508,0.7508,0.6251,0.5754,0.8113,0.5054,0.7285,3.2457,0.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40117,"Pawnee County, Oklahoma",0.5878,0.2861,0.1168,0.4408,0.8717,2.3032,0.4306,0.5216,0.6986,0.485,0.6108,0.1604,2.4764,0.514,0.6085,0.6085,0.6085,0.1346,0.9017,0.8014,0.1028,0.2686,2.2091,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40119,"Payne County, Oklahoma",0.8829,0.2861,0.9933,0.254,0.7693,3.1856,0.7298,0.0621,0.168,0.2171,0.2651,0.3708,1.0831,0.0111,0.5996,0.5996,0.5996,0.9398,0.4577,0.6744,0.3055,0.9335,3.3109,0.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40121,"Pittsburg County, Oklahoma",0.7113,0.7804,0.4179,0.6229,0.9001,3.4326,0.8039,0.5722,0.5369,0.9519,0.4516,0.5512,3.0638,0.8558,0.7005,0.7005,0.7005,0.2909,0.5964,0.6483,0.7164,0.8189,3.0709,0.8008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40123,"Pontotoc County, Oklahoma",0.5267,0.4955,0.339,0.464,0.9227,2.7479,0.5767,0.2712,0.7435,0.5191,0.832,0.4297,2.7955,0.7145,0.7447,0.7447,0.7447,0.4911,0.4828,0.4023,0.4421,0.7505,2.5688,0.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40125,"Pottawatomie County, Oklahoma",0.6025,0.7419,0.4109,0.5191,0.8294,3.1038,0.6986,0.2549,0.7136,0.6712,0.6257,0.4297,2.6951,0.656,0.6595,0.6595,0.6595,0.4911,0.585,0.6483,0.4605,0.7766,2.9615,0.7444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40127,"Pushmataha County, Oklahoma",0.8781,0.8931,0.339,0.712,0.9554,3.7776,0.8918,0.816,0.4806,0.9924,0.6257,0.2416,3.1563,0.8943,0.684,0.684,0.684,0.1808,0.7307,0.8208,0.9185,0.126,2.7768,0.6502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40129,"Roger Mills County, Oklahoma",0.7492,0.6442,0.106,0.3281,0.8192,2.6467,0.5455,0.6598,0.8596,0.4717,0.0843,0.2416,2.317,0.3921,0.5115,0.5115,0.5115,0,0.641,0.36,0.0089,0.0439,1.0538,0.0258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40131,"Rogers County, Oklahoma",0.163,0.4169,0.2798,0.2174,0.6856,1.7627,0.2616,0.2549,0.6875,0.5379,0.591,0.4736,2.5449,0.557,0.6655,0.6655,0.6655,0.4828,0.5436,0.7237,0.084,0.3157,2.1498,0.3084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40133,"Seminole County, Oklahoma",0.9319,0.9125,0.5165,0.7381,0.9679,4.0669,0.9516,0.409,0.8281,0.9491,0.8211,0.3708,3.3781,0.9532,0.7514,0.7514,0.7514,0.3094,0.6948,0.8549,0.6948,0.6283,3.1822,0.8479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40135,"Sequoyah County, Oklahoma",0.8536,0.6871,0.5586,0.8224,0.9621,3.8838,0.9169,0.4319,0.7282,0.9357,0.7015,0.3116,3.1089,0.8749,0.7728,0.7728,0.7728,0.1983,0.8316,0.8842,0.4281,0.1569,2.4991,0.4927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40137,"Stephens County, Oklahoma",0.6248,0.7689,0.339,0.5729,0.8568,3.1624,0.7209,0.5818,0.6489,0.8568,0.5344,0.515,3.1369,0.8845,0.5554,0.5554,0.5554,0.5064,0.3736,0.4023,0.627,0.2686,2.1779,0.3211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40139,"Texas County, Oklahoma",0.8587,0.12,0.6525,0.9615,0.9147,3.5074,0.8256,0.0255,0.9675,0.0146,0.7393,0.986,2.7329,0.6805,0.9122,0.9122,0.9122,0.789,0.8571,0.8768,0.2263,0.5627,3.3119,0.8953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40141,"Tillman County, Oklahoma",0.8705,0.7015,0.0942,0.9246,0.8638,3.4546,0.8094,0.5407,0.7282,0.9109,0.641,0.9465,3.7673,0.9895,0.8065,0.8065,0.8065,0.1983,0.197,0.8902,0.8603,0.8103,2.9561,0.7403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40143,"Tulsa County, Oklahoma",0.501,0.5971,0.7896,0.4131,0.8399,3.1407,0.712,0.1384,0.8555,0.2874,0.7922,0.8654,2.9389,0.7966,0.7801,0.7801,0.7801,0.9456,0.0961,0.7553,0.627,0.2686,2.6926,0.6012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40145,"Wagoner County, Oklahoma",0.2113,0.5792,0.2556,0.353,0.754,2.1531,0.3778,0.2623,0.7769,0.7043,0.5726,0.6104,2.9265,0.7896,0.6763,0.6763,0.6763,0.5939,0.6318,0.7718,0.0719,0.028,2.0974,0.2893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40147,"Washington County, Oklahoma",0.4863,0.4955,0.3714,0.3281,0.7976,2.4789,0.4876,0.5602,0.7282,0.5191,0.5344,0.5512,2.8931,0.7743,0.6544,0.6544,0.6544,0.6852,0.2731,0.2759,0.3775,0.3517,1.9634,0.2358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40149,"Washita County, Oklahoma",0.3199,0.6617,0.1445,0.464,0.8348,2.4249,0.4714,0.4319,0.8281,0.7237,0.802,0.3708,3.1565,0.895,0.5035,0.5035,0.5035,0.395,0.4516,0.4023,0.3571,0.6448,2.2508,0.3647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40151,"Woods County, Oklahoma",0.6276,0.5385,0.2798,0.5808,0.6101,2.6368,0.5423,0.3116,0.508,0.6712,0.4914,0,1.9822,0.1935,0.507,0.507,0.507,0.7202,0.3475,0.0201,0.4281,0.9265,2.4424,0.4577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,40153,"Woodward County, Oklahoma",0.4755,0.3539,0.2094,0.5296,0.8399,2.4083,0.4656,0.1827,0.8361,0.663,0.5124,0.8046,2.9988,0.8269,0.5554,0.5554,0.5554,0.7202,0.6572,0.3183,0.1257,0.823,2.6444,0.5761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41001,"Baker County, Oregon",0.5821,0.8071,0.7126,0.3132,0.4494,2.8644,0.6162,0.9297,0.211,0.9427,0.155,0.3708,2.6092,0.6009,0.3218,0.3218,0.3218,0.585,0.6432,0.4023,0.3571,0.7358,2.7234,0.6187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41003,"Benton County, Oregon",0.5821,0.7151,0.9761,0.0146,0.1926,2.4805,0.4889,0.2346,0.0417,0.1194,0.2285,0.6986,1.3228,0.0232,0.5554,0.5554,0.5554,0.9246,0.3062,0.4363,0.6859,0.8606,3.2136,0.8616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41005,"Clackamas County, Oregon",0.057,0.4169,0.8259,0.1152,0.2139,1.6289,0.2212,0.409,0.4077,0.1792,0.4316,0.7623,2.1898,0.3151,0.5353,0.5353,0.5353,0.9102,0.2858,0.7021,0.4281,0.0977,2.4239,0.4465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41007,"Clatsop County, Oregon",0.3822,0.3912,0.8714,0.2174,0.4822,2.3444,0.4446,0.7826,0.155,0.7626,0.1871,0.6814,2.5687,0.5751,0.493,0.493,0.493,0.8065,0.295,0.4363,0.8603,0.478,2.8761,0.7015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41009,"Columbia County, Oregon",0.1891,0.6617,0.8148,0.3453,0.1496,2.1605,0.3797,0.4828,0.3428,0.5847,0.366,0.2416,2.0179,0.2142,0.3819,0.3819,0.3819,0.5939,0.6028,0.5656,0.4281,0.0977,2.2881,0.3864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41011,"Coos County, Oregon",0.6744,0.8167,0.8975,0.4052,0.3581,3.1519,0.7164,0.9147,0.1229,0.9367,0.2826,0.4297,2.6866,0.6512,0.4634,0.4634,0.4634,0.7015,0.6824,0.6744,0.6719,0.4198,3.15,0.8351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41013,"Crook County, Oregon",0.3501,0.5172,0.8116,0.464,0.3663,2.5092,0.4962,0.8867,0.2279,0.7982,0.7015,0.1604,2.7747,0.7034,0.3762,0.3762,0.3762,0.5388,0.6881,0.6241,0.1604,0.0439,2.0553,0.2724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41015,"Curry County, Oregon",0.4192,0.9169,0.7985,0.2447,0.3205,2.6998,0.5617,0.9927,0.0127,0.8873,0.0582,0.515,2.4659,0.5045,0.4395,0.4395,0.4395,0.7285,0.7381,0.7718,0.5812,0.2298,3.0494,0.7896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41017,"Deschutes County, Oregon",0.183,0.6279,0.9357,0.1082,0.3912,2.246,0.4083,0.5999,0.2447,0.1868,0.4134,0.5863,2.0311,0.2199,0.4147,0.4147,0.4147,0.74,0.3027,0.7553,0.2909,0.0799,2.1688,0.3164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41019,"Douglas County, Oregon",0.5267,0.6871,0.8714,0.3647,0.2839,2.7338,0.5707,0.9093,0.1881,0.824,0.2116,0.4297,2.5627,0.5697,0.4007,0.4007,0.4007,0.6502,0.8062,0.5958,0.4924,0.4198,2.9644,0.7451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41021,"Gilliam County, Oregon",0.7069,0.6442,0.9551,0.1299,0.1741,2.6102,0.5325,0.9688,0.0792,0.6334,0.1015,0,1.7829,0.112,0.4125,0.4125,0.4125,0.5064,0.7336,0.2377,0.3934,0.5245,2.3956,0.4322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41023,"Grant County, Oregon",0.5496,0.9322,0.6833,0.4768,0.3581,3,0.6649,0.9761,0.0703,0.9644,0.0395,0.515,2.5653,0.5729,0.2928,0.2928,0.2928,0.2387,0.8205,0.5032,0.1028,0.5805,2.2457,0.3596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41025,"Harney County, Oregon",0.4102,0.8167,0.6038,0.2864,0.2489,2.366,0.4532,0.8584,0.2724,0.7782,0.1423,0.3708,2.4221,0.4707,0.4179,0.4179,0.4179,0.5738,0.8447,0.5958,0.3775,0.5974,2.9892,0.7594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41027,"Hood River County, Oregon",0.1098,0.5172,0.508,0.8141,0.5471,2.4962,0.4924,0.177,0.7136,0.1088,0.3905,0.9755,2.3654,0.4274,0.7543,0.7543,0.7543,0.6811,0.585,0.8402,0.3775,0.7813,3.2651,0.8826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41029,"Jackson County, Oregon",0.5064,0.5385,0.9624,0.3759,0.3482,2.7314,0.5694,0.7651,0.2903,0.4717,0.4316,0.6986,2.6573,0.6359,0.5509,0.5509,0.5509,0.782,0.5586,0.8402,0.5493,0.3873,3.1174,0.8215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41031,"Jefferson County, Oregon",0.5637,0.9478,0.8736,0.5347,0.6254,3.5452,0.8348,0.5407,0.6766,0.6897,0.6257,0.746,3.2787,0.9341,0.8055,0.8055,0.8055,0.2909,0.7486,0.8902,0.4764,0.8189,3.225,0.8679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41033,"Josephine County, Oregon",0.7985,0.8587,0.9876,0.3453,0.3822,3.3723,0.7864,0.9179,0.2046,0.8157,0.2116,0.3708,2.5206,0.5426,0.4367,0.4367,0.4367,0.4682,0.7059,0.9087,0.4605,0.2686,2.8119,0.6649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41035,"Klamath County, Oregon",0.8024,0.8587,0.9137,0.5729,0.4752,3.6229,0.8561,0.712,0.4398,0.7508,0.4914,0.7139,3.1079,0.874,0.5977,0.5977,0.5977,0.7136,0.6276,0.7237,0.5942,0.3157,2.9748,0.7537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41037,"Lake County, Oregon",0.7575,0.8587,0.7896,0.5624,0.2702,3.2384,0.7428,0.8867,0.148,0.7581,0.2826,0.8148,2.8902,0.7718,0.4777,0.4777,0.4777,0.1346,0.7546,0.8711,0.6948,0.8902,3.3453,0.9064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41039,"Lane County, Oregon",0.6359,0.8253,0.9803,0.2091,0.3663,3.0169,0.6722,0.5407,0.1229,0.6209,0.5344,0.5863,2.4052,0.458,0.5274,0.5274,0.5274,0.9048,0.4032,0.7021,0.7989,0.5245,3.3335,0.9013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,41041,"Lincoln County, Oregon",0.5751,0.8253,0.9551,0.2266,0.5471,3.1292,0.7075,0.9612,0.0614,0.9109,0.4134,0.6104,2.9573,0.8065,0.5274,0.5274,0.5274,0.6416,0.6362,0.4742,0.5652,0.2298,2.547,0.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
